GAge	GSex	GCity	GCity_X	GCity_Y	GState	VFrom	VNights	VPersons	VTypeOfVisit	VPriceRoom	VPriceFood	VPriceDeduction	VPriceTotal	QSatisfaction	QRoom	QFood	QService	QCulture	WTemperature	WSky	XEUR
77	male	Liberec	15.0663036	50.7709239	CR	18.3.2012	1	4	private	4840	0	200	4640	high	91	82	90	52	20.3	sunny	24.51
62	male	Nitra	18.0902903	48.3139558	Slovakia	18.3.2012	1	1	private	1210	0	200	1010	low	23	24	39	72	20.3	sunny	24.51
44	female	Karlovy Vary	12.8690381	50.2311075	CR	18.3.2012	1	1	private	1210	0	200	1010	low	13	40	14	2	20.3	sunny	24.51
51	male	Budweis	14.4757883	48.9763169	CR	18.3.2012	1	1	private	1210	0	200	1010	low	5	37	40	70	20.3	sunny	24.51
20	male	Liberec	15.0663036	50.7709239	CR	18.3.2012	1	4	private	4840	0	200	4640	high	86	94	91	51	20.3	sunny	24.51
39	female	Liberec	15.0663036	50.7709239	CR	18.3.2012	1	4	private	4840	0	200	4640	high	90	89	91	53	20.3	sunny	24.51
65	female	Ústí nad Labem	14.0390819	50.6700692	CR	18.3.2012	1	4	private	4840	0	200	4640	high	89	92	75	27	20.3	sunny	24.51
28	male	Praha	14.4212806	50.0874967	CR	19.3.2012	1	3	business	3630	0	0	3630	average	60	53	48	49	20.4	rain/snow	24.53
65	female	Praha	14.4212806	50.0874967	CR	19.3.2012	1	1	business	1210	0	0	1210	average	34	67	70	35	20.4	rain/snow	24.53
31	female	München	11.5836375	48.1364669	Germany	19.3.2012	1	1	business	1210	0	0	1210	low	8	29	32	70	20.4	rain/snow	24.53
71	male	Jihlava	15.5909008	49.3963828	CR	19.3.2012	1	1	business	1210	0	0	1210	low	37	34	32	40	20.4	rain/snow	24.53
49	male	Dresden	13.7397044	51.0497456	Germany	19.3.2012	1	1	business	1210	0	0	1210	average	36	60	47	62	20.4	rain/snow	24.53
30	female	Jihlava	15.5909008	49.3963828	CR	19.3.2012	1	1	business	1210	0	0	1210	low	37	32	13	53	20.4	rain/snow	24.53
82	female	Jihlava	15.5909008	49.3963828	CR	19.3.2012	1	1	business	1210	0	0	1210	low	7	25	28	72	20.4	rain/snow	24.53
21	male	Praha	14.4212806	50.0874967	CR	19.3.2012	1	3	business	3630	0	0	3630	average	44	54	42	50	20.4	rain/snow	24.53
19	male	Jihlava	15.5909008	49.3963828	CR	19.3.2012	1	1	business	1210	0	0	1210	low	22	21	27	72	20.4	rain/snow	24.53
47	female	Jihlava	15.5909008	49.3963828	CR	19.3.2012	1	1	business	1210	0	0	1210	low	13	38	32	46	20.4	rain/snow	24.53
68	female	Praha	14.4212806	50.0874967	CR	19.3.2012	1	3	business	3630	0	0	3630	average	33	65	70	57	20.4	rain/snow	24.53
75	female	Praha	14.4212806	50.0874967	CR	19.3.2012	1	3	business	3630	0	0	3630	average	58	56	43	58	20.4	rain/snow	24.53
62	male	München	11.5836375	48.1364669	Germany	19.3.2012	1	1	business	1210	0	0	1210	low	39	23	13	38	20.4	rain/snow	24.53
59	male	Wien	16.3736767	48.2115631	Austria	21.3.2012	2	1	private	2420	0	0	2420	average	25	66	45	47	14.7	rain/snow	24.63
18	female	Pilsen	13.3771556	49.7490406	CR	22.3.2012	1	4	business	4840	0	0	4840	average	26	43	46	33	15.7	rain/snow	24.74
46	male	Pilsen	13.3771556	49.7490406	CR	22.3.2012	1	4	business	4840	0	0	4840	average	58	56	54	33	15.7	rain/snow	24.74
25	female	Pilsen	13.3771556	49.7490406	CR	22.3.2012	1	4	business	4840	0	0	4840	average	25	51	70	59	15.7	rain/snow	24.74
35	female	Budweis	14.4757883	48.9763169	CR	23.3.2012	1	2	private	2420	0	0	2420	high	96	95	92	51	12	sunny	24.73
62	male	Budweis	14.4757883	48.9763169	CR	23.3.2012	1	1	private	1210	0	0	1210	high	88	88	63	25	12	sunny	24.73
29	female	Berlin	13.3908886	52.5176189	Germany	23.3.2012	7	1	private	8470	0	200	8270	average	50	44	59	34	12	sunny	24.73
27	female	Jihlava	15.5909008	49.3963828	CR	23.3.2012	1	2	private	2420	0	0	2420	high	95	92	100	57	12	sunny	24.73
19	male	Linz	14.2862742	48.3066489	Austria	23.3.2012	2	2	private	4840	0	200	4640	high	82	91	90	27	12	sunny	24.73
82	female	Budweis	14.4757883	48.9763169	CR	23.3.2012	1	1	private	1210	0	0	1210	high	94	85	100	50	12	sunny	24.73
71	male	Budweis	14.4757883	48.9763169	CR	23.3.2012	1	2	private	2420	0	0	2420	high	83	83	64	53	12	sunny	24.73
20	male	Budweis	14.4757883	48.9763169	CR	23.3.2012	1	2	private	2420	0	0	2420	high	86	100	64	23	12	sunny	24.73
28	female	Berlin	13.3908886	52.5176189	Germany	23.3.2012	7	2	private	16940	0	200	16740	average	27	54	58	57	12	sunny	24.73
29	male	Hradec Králové	15.8353464	50.2100194	CR	23.3.2012	1	2	private	2420	0	0	2420	high	93	100	97	60	12	sunny	24.73
24	male	Budweis	14.4757883	48.9763169	CR	23.3.2012	1	3	private	3630	0	0	3630	high	84	88	100	21	12	sunny	24.73
67	male	Ostrava	18.2825511	49.8341497	CR	23.3.2012	7	4	private	33880	0	200	33680	high	81	96	74	53	12	sunny	24.73
55	female	Budweis	14.4757883	48.9763169	CR	25.3.2012	1	1	private	1210	0	200	1010	low	40	40	22	3	-0.8	cloudy	24.73
45	male	Budweis	14.4757883	48.9763169	CR	25.3.2012	1	2	private	2420	0	200	2220	low	24	40	30	39	-0.8	cloudy	24.73
51	male	Brno	16.6153758	49.1921808	CR	25.3.2012	1	1	private	1210	0	200	1010	high	81	85	75	59	-0.8	cloudy	24.73
29	male	Berlin	13.3908886	52.5176189	Germany	25.3.2012	1	1	private	1210	0	200	1010	low	6	35	24	3	-0.8	cloudy	24.73
19	female	Budweis	14.4757883	48.9763169	CR	25.3.2012	1	1	private	1210	0	200	1010	low	31	30	39	48	-0.8	cloudy	24.73
63	male	Liberec	15.0663036	50.7709239	CR	25.3.2012	1	4	private	4840	0	200	4640	high	91	86	61	28	-0.8	cloudy	24.73
29	female	Jihlava	15.5909008	49.3963828	CR	26.3.2012	1	2	business	2420	0	0	2420	low	23	25	29	72	-2.3	cloudy	24.64
33	male	München	11.5836375	48.1364669	Germany	26.3.2012	1	4	business	4840	0	0	4840	average	43	57	46	36	-2.3	cloudy	24.64
35	female	Budweis	14.4757883	48.9763169	CR	30.3.2012	1	2	private	2420	0	0	2420	high	87	85	98	26	-4.9	sunny	24.73
33	male	Košice	21.2543528	48.7160408	Slovakia	30.3.2012	1	2	private	2420	0	0	2420	average	44	56	44	35	-4.9	sunny	24.73
54	male	Linz	14.2862742	48.3066489	Austria	30.3.2012	2	1	private	2420	0	200	2220	high	86	82	87	26	-4.9	sunny	24.73
77	female	München	11.5836375	48.1364669	Germany	30.3.2012	2	2	private	4840	0	200	4640	high	95	85	86	56	-4.9	sunny	24.73
56	male	Linz	14.2862742	48.3066489	Austria	30.3.2012	2	2	private	4840	0	200	4640	high	88	97	99	26	-4.9	sunny	24.73
26	female	Linz	14.2862742	48.3066489	Austria	30.3.2012	2	2	private	4840	0	200	4640	high	90	86	74	27	-4.9	sunny	24.73
60	female	München	11.5836375	48.1364669	Germany	30.3.2012	2	2	private	4840	0	200	4640	high	82	90	97	60	-4.9	sunny	24.73
54	male	Linz	14.2862742	48.3066489	Austria	30.3.2012	2	2	private	4840	0	200	4640	high	99	98	99	58	-4.9	sunny	24.73
28	female	Budweis	14.4757883	48.9763169	CR	30.3.2012	1	2	private	2420	0	0	2420	high	83	100	63	51	-4.9	sunny	24.73
20	male	Linz	14.2862742	48.3066489	Austria	30.3.2012	2	2	private	4840	0	200	4640	high	86	83	92	54	-4.9	sunny	24.73
25	male	Praha	14.4212806	50.0874967	CR	2.4.2012	1	3	business	3630	0	0	3630	average	49	59	69	33	2.7	cloudy	24.77
35	male	Košice	21.2543528	48.7160408	Slovakia	6.4.2012	1	2	private	2420	0	0	2420	average	58	66	41	49	-1.6	cloudy	24.63
48	male	Košice	21.2543528	48.7160408	Slovakia	6.4.2012	1	2	private	2420	0	0	2420	average	57	68	70	46	-1.6	cloudy	24.63
39	female	Linz	14.2862742	48.3066489	Austria	6.4.2012	2	4	private	9680	0	200	9480	average	59	68	71	49	-1.6	cloudy	24.63
51	female	Košice	21.2543528	48.7160408	Slovakia	6.4.2012	1	4	private	4840	0	0	4840	average	35	50	48	52	-1.6	cloudy	24.63
20	male	Košice	21.2543528	48.7160408	Slovakia	6.4.2012	1	2	private	2420	0	0	2420	average	41	67	56	62	-1.6	cloudy	24.63
36	male	Praha	14.4212806	50.0874967	CR	6.4.2012	1	2	private	2420	0	0	2420	average	52	66	44	48	-1.6	cloudy	24.63
82	male	Katovice	19.0241283	50.2592108	Poland	7.4.2012	2	4	private	9680	0	200	9480	low	30	28	23	37	0.1	rain/snow	24.63
21	male	Jihlava	15.5909008	49.3963828	CR	7.4.2012	2	2	private	4840	0	200	4640	low	29	38	15	3	0.1	rain/snow	24.63
70	female	Wien	16.3736767	48.2115631	Austria	7.4.2012	2	2	private	4840	0	200	4640	low	7	21	26	45	0.1	rain/snow	24.63
34	male	Karlovy Vary	12.8690381	50.2311075	CR	7.4.2012	2	4	private	9680	0	200	9480	low	21	22	32	46	0.1	rain/snow	24.63
25	female	Katovice	19.0241283	50.2592108	Poland	7.4.2012	2	2	private	4840	0	200	4640	low	22	22	23	69	0.1	rain/snow	24.63
82	female	Katovice	19.0241283	50.2592108	Poland	7.4.2012	2	3	private	7260	0	200	7060	low	6	36	38	40	0.1	rain/snow	24.63
65	male	Katovice	19.0241283	50.2592108	Poland	7.4.2012	2	2	private	4840	0	200	4640	low	7	38	30	56	0.1	rain/snow	24.63
25	female	Wien	16.3736767	48.2115631	Austria	7.4.2012	2	2	private	4840	0	200	4640	low	22	36	29	3	0.1	rain/snow	24.63
77	female	Gdaòsk	18.6560864	54.3482911	Poland	11.4.2012	1	4	private	4840	0	0	4840	average	33	65	45	48	-0.9	sunny	24.82
18	female	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	4	private	9680	0	200	9480	average	33	44	55	35	1.7	sunny	24.75
30	female	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	2	private	4840	0	200	4640	average	27	50	55	47	1.7	sunny	24.75
73	female	Salzburg	13.0475658	47.798095	Austria	13.4.2012	2	2	private	4840	0	200	4640	low	24	21	27	69	1.7	sunny	24.75
64	male	Liberec	15.0663036	50.7709239	CR	13.4.2012	2	2	private	4840	0	200	4640	low	14	37	23	3	1.7	sunny	24.75
19	female	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	4	private	9680	0	200	9480	low	8	22	28	69	1.7	sunny	24.75
79	male	Salzburg	13.0475658	47.798095	Austria	13.4.2012	1	2	private	2420	0	0	2420	average	42	66	43	63	1.7	sunny	24.75
76	male	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	2	private	4840	0	200	4640	low	38	23	26	55	1.7	sunny	24.75
70	male	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	2	private	4840	0	200	4640	high	82	91	89	49	1.7	sunny	24.75
29	female	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	2	private	4840	0	200	4640	low	16	27	22	4	1.7	sunny	24.75
82	male	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	2	private	4840	0	200	4640	low	40	22	26	40	1.7	sunny	24.75
65	male	Košice	21.2543528	48.7160408	Slovakia	13.4.2012	1	2	private	2420	0	0	2420	average	35	50	45	57	1.7	sunny	24.75
76	female	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	1	private	2420	0	200	2220	average	41	58	57	60	1.7	sunny	24.75
36	male	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	2	private	4840	0	200	4640	low	22	30	24	4	1.7	sunny	24.75
41	male	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	2	private	4840	0	200	4640	high	85	90	63	49	1.7	sunny	24.75
63	female	Liberec	15.0663036	50.7709239	CR	13.4.2012	2	2	private	4840	0	200	4640	low	29	34	37	54	1.7	sunny	24.75
35	female	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	4	private	9680	0	200	9480	average	50	53	57	51	1.7	sunny	24.75
77	male	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	2	private	4840	0	200	4640	low	7	21	24	72	1.7	sunny	24.75
28	male	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	4	private	9680	0	200	9480	average	49	50	43	59	1.7	sunny	24.75
30	male	Košice	21.2543528	48.7160408	Slovakia	13.4.2012	1	2	private	2420	0	0	2420	average	36	52	56	36	1.7	sunny	24.75
34	male	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	2	private	4840	0	200	4640	low	37	38	14	2	1.7	sunny	24.75
36	female	Linz	14.2862742	48.3066489	Austria	13.4.2012	2	4	private	9680	0	200	9480	average	44	60	48	51	1.7	sunny	24.75
24	male	Brno	16.6153758	49.1921808	CR	13.4.2012	2	2	private	4840	0	200	4640	low	22	23	28	70	1.7	sunny	24.75
66	male	Salzburg	13.0475658	47.798095	Austria	13.4.2012	2	4	private	9680	0	200	9480	average	41	44	41	62	1.7	sunny	24.75
73	male	Košice	21.2543528	48.7160408	Slovakia	13.4.2012	1	2	private	2420	0	0	2420	average	58	51	59	62	1.7	sunny	24.75
48	female	Budweis	14.4757883	48.9763169	CR	13.4.2012	2	2	private	4840	0	200	4640	low	6	30	39	1	1.7	sunny	24.75
58	male	Katovice	19.0241283	50.2592108	Poland	14.4.2012	2	2	private	4840	0	200	4640	low	30	29	30	47	-0.9	cloudy	24.75
32	male	Katovice	19.0241283	50.2592108	Poland	14.4.2012	2	1	private	2420	0	200	2220	low	37	25	15	1	-0.9	cloudy	24.75
58	female	Wien	16.3736767	48.2115631	Austria	15.4.2012	1	4	private	4840	0	200	4640	average	34	59	69	34	1.4	cloudy	24.75
19	female	Gdaòsk	18.6560864	54.3482911	Poland	18.4.2012	1	4	private	4840	0	0	4840	average	36	54	48	64	2.1	cloudy	24.81
50	female	Gdaòsk	18.6560864	54.3482911	Poland	18.4.2012	1	4	private	4840	0	0	4840	average	44	53	72	60	2.1	cloudy	24.81
54	female	Gdaòsk	18.6560864	54.3482911	Poland	18.4.2012	1	4	private	4840	0	0	4840	average	51	41	53	47	2.1	cloudy	24.81
32	male	Salzburg	13.0475658	47.798095	Austria	18.4.2012	1	1	private	1210	0	0	1210	average	34	49	42	64	2.1	cloudy	24.81
24	male	Gdaòsk	18.6560864	54.3482911	Poland	18.4.2012	1	4	private	4840	0	0	4840	average	50	66	55	46	2.1	cloudy	24.81
20	male	Hradec Králové	15.8353464	50.2100194	CR	18.4.2012	1	4	private	4840	0	0	4840	average	59	68	44	48	2.1	cloudy	24.81
59	female	Gdaòsk	18.6560864	54.3482911	Poland	18.4.2012	1	4	private	4840	0	0	4840	average	57	59	54	59	2.1	cloudy	24.81
31	female	Liberec	15.0663036	50.7709239	CR	20.4.2012	2	1	private	2420	0	200	2220	low	8	27	38	4	1.9	rain/snow	24.91
70	male	Liberec	15.0663036	50.7709239	CR	20.4.2012	2	4	private	9680	0	200	9480	low	8	23	27	39	1.9	rain/snow	24.91
81	male	Liberec	15.0663036	50.7709239	CR	20.4.2012	2	4	private	9680	0	200	9480	low	7	30	28	72	1.9	rain/snow	24.91
58	female	München	11.5836375	48.1364669	Germany	20.4.2012	2	2	private	4840	0	200	4640	average	27	51	43	35	1.9	rain/snow	24.91
24	female	Salzburg	13.0475658	47.798095	Austria	20.4.2012	2	4	private	9680	0	200	9480	low	23	25	38	40	1.9	rain/snow	24.91
65	female	Liberec	15.0663036	50.7709239	CR	20.4.2012	2	3	private	7260	0	200	7060	average	28	68	55	49	1.9	rain/snow	24.91
30	male	Wien	16.3736767	48.2115631	Austria	20.4.2012	2	4	private	9680	0	200	9480	low	37	37	29	72	1.9	rain/snow	24.91
73	male	Wien	16.3736767	48.2115631	Austria	22.4.2012	1	1	private	1210	0	200	1010	average	51	66	43	50	9.7	cloudy	24.91
58	male	Salzburg	13.0475658	47.798095	Austria	22.4.2012	1	4	private	4840	0	200	4640	average	27	68	46	51	9.7	cloudy	24.91
80	female	München	11.5836375	48.1364669	Germany	22.4.2012	1	4	private	4840	0	200	4640	average	57	53	70	61	9.7	cloudy	24.91
76	male	Wien	16.3736767	48.2115631	Austria	22.4.2012	1	4	private	4840	0	200	4640	average	49	51	69	64	9.7	cloudy	24.91
65	male	Wien	16.3736767	48.2115631	Austria	22.4.2012	1	4	private	4840	0	200	4640	average	49	55	54	62	9.7	cloudy	24.91
65	female	München	11.5836375	48.1364669	Germany	22.4.2012	1	4	private	4840	0	200	4640	average	52	56	60	33	9.7	cloudy	24.91
82	male	Pardubice	15.780415	50.0409775	CR	22.4.2012	1	4	private	4840	0	200	4640	average	36	50	48	46	9.7	cloudy	24.91
31	male	Katovice	19.0241283	50.2592108	Poland	22.4.2012	1	2	private	2420	0	200	2220	average	42	42	41	50	9.7	cloudy	24.91
41	male	Wien	16.3736767	48.2115631	Austria	22.4.2012	1	4	private	4840	0	200	4640	average	25	44	46	60	9.7	cloudy	24.91
39	male	Gdaòsk	18.6560864	54.3482911	Poland	25.4.2012	1	1	private	1210	0	0	1210	average	43	55	54	62	0.5	cloudy	24.81
39	female	Gdaòsk	18.6560864	54.3482911	Poland	25.4.2012	1	4	private	4840	0	0	4840	average	43	43	57	59	0.5	cloudy	24.81
50	male	Brno	16.6153758	49.1921808	CR	26.4.2012	1	3	private	3630	0	0	3630	average	52	66	46	51	5.7	sunny	24.75
43	male	Salzburg	13.0475658	47.798095	Austria	27.4.2012	2	4	private	9680	0	200	9480	average	52	57	70	46	10.7	cloudy	24.87
20	female	Bratislava	17.1097606	48.1547933	Slovakia	27.4.2012	2	3	private	7260	0	200	7060	average	51	52	71	51	10.7	cloudy	24.87
48	female	Pilsen	13.3771556	49.7490406	CR	27.4.2012	2	4	private	9680	0	200	9480	low	21	36	32	45	10.7	cloudy	24.87
25	female	Liberec	15.0663036	50.7709239	CR	27.4.2012	2	4	private	9680	0	200	9480	low	5	35	29	47	10.7	cloudy	24.87
63	female	Praha	14.4212806	50.0874967	CR	27.4.2012	2	1	private	2420	0	200	2220	average	60	44	48	63	10.7	cloudy	24.87
18	male	Hradec Králové	15.8353464	50.2100194	CR	27.4.2012	2	1	private	2420	0	200	2220	average	44	66	43	34	10.7	cloudy	24.87
67	male	Bratislava	17.1097606	48.1547933	Slovakia	27.4.2012	2	3	private	7260	0	200	7060	average	58	67	42	49	10.7	cloudy	24.87
20	male	Salzburg	13.0475658	47.798095	Austria	27.4.2012	2	1	private	2420	0	200	2220	average	25	55	46	36	10.7	cloudy	24.87
36	female	Liberec	15.0663036	50.7709239	CR	27.4.2012	2	4	private	9680	0	200	9480	low	22	26	22	40	10.7	cloudy	24.87
39	male	Wien	16.3736767	48.2115631	Austria	27.4.2012	2	1	private	2420	0	200	2220	low	13	35	32	1	10.7	cloudy	24.87
42	female	Brno	16.6153758	49.1921808	CR	3.5.2012	1	1	private	1210	0	0	1210	average	27	67	72	61	19.7	cloudy	24.93
73	male	Brno	16.6153758	49.1921808	CR	3.5.2012	1	3	private	3630	0	0	3630	average	59	43	48	59	19.7	cloudy	24.93
77	female	Brno	16.6153758	49.1921808	CR	3.5.2012	1	3	private	3630	0	0	3630	average	28	53	70	47	19.7	cloudy	24.93
31	female	Brno	16.6153758	49.1921808	CR	3.5.2012	1	2	private	2420	0	0	2420	average	33	41	60	47	19.7	cloudy	24.93
32	female	Brno	16.6153758	49.1921808	CR	3.5.2012	1	3	private	3630	0	0	3630	average	35	43	54	61	19.7	cloudy	24.93
34	female	Brno	16.6153758	49.1921808	CR	3.5.2012	1	3	private	3630	0	0	3630	average	50	66	42	36	19.7	cloudy	24.93
54	female	Bratislava	17.1097606	48.1547933	Slovakia	4.5.2012	2	3	private	7260	0	200	7060	average	49	42	43	62	19.9	cloudy	25.02
35	male	Wien	16.3736767	48.2115631	Austria	4.5.2012	2	2	private	4840	0	200	4640	low	6	22	37	47	19.9	cloudy	25.02
65	male	Bratislava	17.1097606	48.1547933	Slovakia	4.5.2012	2	3	private	7260	0	200	7060	average	42	65	58	48	19.9	cloudy	25.02
53	male	Wien	16.3736767	48.2115631	Austria	4.5.2012	2	1	private	2420	0	200	2220	low	37	40	29	54	19.9	cloudy	25.02
79	male	Hradec Králové	15.8353464	50.2100194	CR	4.5.2012	2	1	private	2420	0	200	2220	average	50	44	72	63	19.9	cloudy	25.02
82	female	Bratislava	17.1097606	48.1547933	Slovakia	4.5.2012	2	2	private	4840	0	200	4640	average	42	58	45	33	19.9	cloudy	25.02
52	female	Wien	16.3736767	48.2115631	Austria	4.5.2012	2	1	private	2420	0	200	2220	low	21	37	27	37	19.9	cloudy	25.02
28	female	Praha	14.4212806	50.0874967	CR	4.5.2012	2	1	private	2420	0	200	2220	average	60	66	57	46	19.9	cloudy	25.02
45	female	Hradec Králové	15.8353464	50.2100194	CR	4.5.2012	2	1	private	2420	0	200	2220	average	25	65	43	50	19.9	cloudy	25.02
53	female	Bratislava	17.1097606	48.1547933	Slovakia	4.5.2012	2	3	private	7260	0	200	7060	average	50	56	53	64	19.9	cloudy	25.02
51	male	Hradec Králové	15.8353464	50.2100194	CR	4.5.2012	2	1	private	2420	0	200	2220	average	51	52	46	49	19.9	cloudy	25.02
67	female	Wien	16.3736767	48.2115631	Austria	4.5.2012	2	1	private	2420	0	200	2220	low	39	38	39	56	19.9	cloudy	25.02
82	male	München	11.5836375	48.1364669	Germany	4.5.2012	2	3	private	7260	0	200	7060	average	60	66	71	63	19.9	cloudy	25.02
35	male	Pilsen	13.3771556	49.7490406	CR	4.5.2012	2	1	private	2420	0	200	2220	average	26	56	44	49	19.9	cloudy	25.02
35	male	Wien	16.3736767	48.2115631	Austria	4.5.2012	2	3	private	7260	0	200	7060	average	50	51	54	57	19.9	cloudy	25.02
50	female	Wien	16.3736767	48.2115631	Austria	4.5.2012	2	3	private	7260	0	200	7060	low	15	28	39	69	19.9	cloudy	25.02
26	male	Praha	14.4212806	50.0874967	CR	4.5.2012	2	1	private	2420	0	200	2220	low	30	22	39	53	19.9	cloudy	25.02
24	female	Bratislava	17.1097606	48.1547933	Slovakia	4.5.2012	2	2	private	4840	0	200	4640	average	26	41	54	33	19.9	cloudy	25.02
74	male	Brno	16.6153758	49.1921808	CR	10.5.2012	1	4	private	4840	0	0	4840	average	58	49	56	64	13.9	sunny	25.16
79	female	Brno	16.6153758	49.1921808	CR	10.5.2012	1	3	private	3630	0	0	3630	average	60	41	69	33	13.9	sunny	25.16
46	male	Wien	16.3736767	48.2115631	Austria	11.5.2012	2	1	private	2420	0	200	2220	low	14	35	14	3	17.1	rain/snow	25.25
20	male	Liberec	15.0663036	50.7709239	CR	11.5.2012	2	1	private	2420	0	200	2220	low	30	35	28	56	17.1	rain/snow	25.25
50	female	Zlín	17.6700633	49.2280669	CR	11.5.2012	2	2	private	4840	0	200	4640	average	41	43	42	46	17.1	rain/snow	25.25
66	female	Hradec Králové	15.8353464	50.2100194	CR	11.5.2012	2	1	private	2420	0	200	2220	average	26	67	47	45	17.1	rain/snow	25.25
59	male	Berlin	13.3908886	52.5176189	Germany	12.5.2012	1	4	private	4840	0	200	4640	low	29	34	27	40	14.9	rain/snow	25.25
26	male	München	11.5836375	48.1364669	Germany	13.5.2012	1	1	private	1210	0	200	1010	high	99	88	98	53	15.3	cloudy	25.25
35	female	Brno	16.6153758	49.1921808	CR	17.5.2012	1	2	private	2420	0	0	2420	average	35	65	45	58	15.4	rain/snow	25.51
19	male	Praha	14.4212806	50.0874967	CR	18.5.2012	2	1	private	2420	0	200	2220	low	21	22	16	40	20.4	cloudy	25.32
47	male	München	11.5836375	48.1364669	Germany	19.5.2012	21	4	private	101640	0	1400	100240	average	36	50	44	62	23.7	cloudy	25.32
58	male	Berlin	13.3908886	52.5176189	Germany	19.5.2012	1	4	private	4840	0	200	4640	low	14	39	25	45	23.7	cloudy	25.32
55	female	München	11.5836375	48.1364669	Germany	19.5.2012	21	4	private	101640	0	1400	100240	average	25	44	45	51	23.7	cloudy	25.32
51	male	Berlin	13.3908886	52.5176189	Germany	19.5.2012	1	4	private	4840	0	200	4640	low	22	29	38	53	23.7	cloudy	25.32
71	female	Karlovy Vary	12.8690381	50.2311075	CR	19.5.2012	1	4	private	4840	0	200	4640	low	30	34	15	37	23.7	cloudy	25.32
31	male	München	11.5836375	48.1364669	Germany	20.5.2012	1	3	private	3630	0	200	3430	high	92	88	100	26	23.3	rain/snow	25.32
33	male	München	11.5836375	48.1364669	Germany	20.5.2012	1	3	private	3630	0	200	3430	high	84	84	63	58	23.3	rain/snow	25.32
27	male	Zlín	17.6700633	49.2280669	CR	20.5.2012	1	3	private	3630	0	200	3430	high	93	99	99	23	23.3	rain/snow	25.32
58	male	München	11.5836375	48.1364669	Germany	20.5.2012	1	3	private	3630	0	200	3430	high	91	99	98	27	23.3	rain/snow	25.32
54	female	München	11.5836375	48.1364669	Germany	20.5.2012	1	3	private	3630	0	200	3430	high	93	94	75	24	23.3	rain/snow	25.32
81	male	Linz	14.2862742	48.3066489	Austria	20.5.2012	1	3	private	3630	0	200	3430	high	89	99	97	49	23.3	rain/snow	25.32
52	female	München	11.5836375	48.1364669	Germany	20.5.2012	1	2	private	2420	0	200	2220	high	86	83	97	52	23.3	rain/snow	25.32
